,R_LH,R_LH0,R_ROD,R_ON,R_FH,R_ONFH,R_M,R_SLH,LH0_ON,LH0_FH,LH0_ONFH,LH0_M,LH0_SLH,LH0_ROD,ON_FH,ON_ONFH,ON_M,ON_SLH,ON_ROD,FH_ONFH,FH_M,FH_SLH,FH_ROD,ONFH_M,ONFH_SLH,ONFH_ROD,M_SLH,M_ROD,SLH_ROD
1242,-0.849477102,-1.227713258,-0.226506843,-0.684377291,1.081664729,0.058032132,0.039694342,-1.191461372,3,2,2,2,3,3,2,2,2,3,3,0,0,1,1,0,1,1,1,1,3
1243,0.005669162,-0.850728888,-1.131537783,-0.784923777,1.632166584,0.43503759,-1.691118376,0.361380675,3,2,2,3,2,3,2,2,3,2,3,0,1,0,1,1,0,1,2,3,1
1244,-0.60911299,0.003924793,-0.445608172,0.858267798,0.569681812,0.997809779,-1.20217135,-0.197071294,0,0,0,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,3,3,3
1245,-0.195293053,-0.610163277,-0.963945862,-1.422654058,-0.883758261,-1.575372474,0.068519242,1.250261885,3,3,3,2,2,3,3,3,2,2,3,3,2,2,3,2,2,3,0,1,1
1246,0.486443509,-0.197071294,-0.841994143,-0.558433555,-0.507165115,-0.712202165,-0.551312277,-0.350230628,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
1247,0.829626173,0.485462026,1.950234081,2.400928886,1.459607228,2.623674871,-0.183749264,-0.372575834,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,1,0,3,2,2
1248,-0.793258894,0.828396358,0.736008019,-0.288726691,0.103537316,-0.121091389,1.115146256,-0.045805151,1,0,1,0,1,0,2,3,2,3,2,1,0,1,0,2,3,2,1,0,2
1249,-0.427380379,-0.794454123,0.7065936,0.776642839,-0.628122871,0.342821465,0.768414819,-0.316116993,2,3,2,2,3,2,1,0,0,1,0,2,2,3,2,0,1,0,1,0,2
1250,0.051917671,-0.428336152,-0.877332263,-0.750955906,-0.858267798,-1.050867573,-0.315200266,0.032712361,3,3,3,3,2,3,3,3,3,2,3,3,3,2,3,3,2,3,2,3,1
1251,-1.26371417,0.050171049,0.454293966,-0.466901107,0.559453188,-0.017880521,0.851982008,-0.775464196,1,0,1,0,1,0,2,3,2,3,2,1,0,1,0,2,3,2,1,0,2
1252,0.819822456,-1.26371417,0.003924793,-1.129884955,0.96811811,-0.545230511,0.547255515,-0.045805151,3,2,3,2,3,2,2,3,2,3,2,1,0,1,0,2,3,2,1,0,2
